ofi_00,ofi_01,ofi_02,ofi_03,ofi_04,ofi_05,ofi_06,ofi_07,ofi_08,ofi_09,integrated_ofi
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,-1,-505,-10,-100,-15,-110,-10,-110,-100,-115.29376980995782
0,0,400,505,10,100,15,110,10,110,172.95507760001288
400,1200,1,0,0,0,0,0,0,0,106.13367841479564
0,0,29,400,1,600,105,63,1,2000,299.56467819637675
0,0,-400,-29,-400,-1,-600,-105,-63,-1,-184.15709557811584
154,400,29,400,1,600,105,63,1,2000,335.48949516685286
-1200,-1,-505,-10,-100,-15,-110,-10,-110,-100,-149.7851906209177
200,1200,1,505,10,100,15,110,10,110,216.82648777283657
0,0,0,28,505,10,100,15,110,10,94.95275378747047
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-1200,-1,-28,-505,-10,-100,-15,-110,-10,-110,-154.96750521655355
400,1200,1,28,505,10,100,15,110,10,201.0864322022661
0,0,0,-505,-10,-100,-15,-110,-10,-110,-116.4413794932009
0,26,1200,1,505,10,100,15,110,10,262.08470414931196
0,0,400,1,600,105,63,1,2000,2,318.619951616079
0,0,-30,0,0,0,0,0,0,0,-4.2385273580109
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
0,430,1,600,105,63,1,2000,2,213,351.3401796361162
0,-400,-430,-1,-600,-105,-63,-1,-2000,-2,-354.35689694049273
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
-26,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.8252317552474
200,26,1200,1,505,10,100,15,110,10,267.83327428447194
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,27,1200,1,505,10,100,15,110,10,262.16345019422795
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,26,27,1200,1,505,10,100,15,110,282.2592745008266
0,0,-1200,-1,-505,-10,-100,-15,-110,-10,-260.03730698149576
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,26,1200,1,505,10,100,15,110,10,262.08470414931196
0,430,1,600,105,63,1,2000,2,213,351.3401796361162
0,-200,-430,-1,-600,-105,-63,-1,-2000,-2,-338.6076879572913
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,430,1,600,105,63,1,2000,2,213,351.3401796361162
0,-400,-430,-1,-600,-105,-63,-1,-2000,-2,-354.35689694049273
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,26,1200,1,505,10,100,15,110,10,262.08470414931196
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,27,1200,1,505,10,100,15,110,10,262.16345019422795
0,0,0,-30,-1,-600,-105,-63,-1,-2000,-234.39631594393057
0,0,30,0,0,0,0,0,0,0,4.2385273580109
0,400,30,1,600,105,63,1,2000,2,297.84319883368073
0,-400,-400,-30,-1,-600,-105,-63,-1,-2000,-322.4084320171455
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,0,0,1,600,105,63,1,2000,2,262.10625350926693
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,0,-27,-400,-1,-600,-105,-63,-1,-2000,-299.2821097058427
100,200,1200,1,505,10,100,15,110,10,278.66080103227716
-200,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-216.82648777283657
0,0,400,1,600,105,63,1,2000,2,318.619951616079
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-1200,-1,-505,-10,-100,-15,-110,-10,-110,-100,-149.7851906209177
200,1200,1,505,10,100,15,110,10,110,216.82648777283657
0,400,1,600,105,63,1,2000,2,213,348.977798288636
0,-200,-400,-1,-600,-105,-63,-1,-2000,-2,-334.3691605992804
-1200,-1,-505,-10,-100,-15,-110,-10,-110,-100,-149.7851906209177
400,1200,1,505,10,100,15,110,10,110,222.57505790799652
0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0.0
-1200,-1,-505,-10,-100,-15,-110,-10,-110,-100,-149.7851906209177
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,200,505,10,100,15,110,10,110,144.69822854660688
0,0,200,0,0,0,0,0,0,0,28.256849053406004
200,0,-505,-10,-100,-15,-110,-10,-110,-100,-109.46645362988184
200,1200,1,505,10,100,15,110,10,110,216.82648777283657
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,29,1200,1,505,10,100,15,110,10,262.32094228406
0,0,-29,0,0,0,0,0,0,0,-4.09724311274387
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,29,0,0,0,0,0,0,0,4.09724311274387
0,0,-26,-400,-1,-600,-105,-63,-1,-2000,-299.1408254605757
0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0.0
20,0,0,0,0,0,0,0,0,0,0.5748570135159972
3,0,0,0,0,0,0,0,0,0,0.08622855202739958
0,26,400,1,600,105,63,1,2000,2,320.66734878389514
100,200,29,1200,1,505,10,100,15,110,299.1179398743259
100,100,200,29,1200,1,505,10,100,15,263.48599412841224
0,0,0,0,0,0,0,0,0,0,0.0
27,0,0,0,0,0,0,0,0,0,0.7760569682465962
50,0,0,0,0,0,0,0,0,0,1.437142533789993
2,0,0,0,0,0,0,0,0,0,0.05748570135159972
1,0,0,0,0,0,0,0,0,0,0.02874285067579986
50,0,0,0,0,0,0,0,0,0,1.437142533789993
26,400,1,600,105,63,1,2000,2,213,349.7251124062068
0,-200,-29,-1200,-1,-505,-10,-100,-15,-110,-296.24365480674595
100,100,200,29,1200,1,505,10,100,15,263.48599412841224
24,0,0,0,0,0,0,0,0,0,0.6898284162191967
0,100,100,200,29,1200,1,505,10,100,253.28149344035845
28,0,0,0,0,0,0,0,0,0,0.8047998189223962
100,0,0,0,0,0,0,0,0,0,2.874285067579986
100,0,28,100,200,29,1200,1,505,10,202.0833606825596
100,0,0,0,0,0,0,0,0,0,2.874285067579986
100,0,0,0,0,0,0,0,0,0,2.874285067579986
0,100,0,0,0,0,0,0,0,0,7.874604491600722
-100,0,0,0,0,0,0,0,0,0,-2.874285067579986
0,0,0,0,0,0,0,0,0,0,0.0
0,-100,0,0,0,0,0,0,0,0,-7.874604491600722
-100,0,0,0,0,0,0,0,0,0,-2.874285067579986
-100,0,0,0,0,0,0,0,0,0,-2.874285067579986
-100,0,0,0,0,0,0,0,0,0,-2.874285067579986
-100,0,0,0,0,0,0,0,0,0,-2.874285067579986
0,-28,-100,-200,-29,-1200,-1,-505,-10,-100,-247.61177820640592
0,0,0,100,200,29,1200,1,505,10,195.2531167475028
0,0,0,-200,-29,-1200,-1,-505,-10,-100,-231.27846442205472
0,0,0,0,0,0,0,0,0,0,0.0
0,0,-200,-29,-1200,-1,-505,-10,-100,-15,-252.73710456923152
400,1,600,105,63,1,2000,2,213,2,317.1544348709076
0,0,-27,-600,-105,-63,-1,-2000,-2,-213,-321.15277069917585
-24,0,0,0,0,0,0,0,0,0,-0.6898284162191967
0,-200,-29,-1200,-1,-505,-10,-100,-15,-110,-296.24365480674595
0,200,0,0,0,0,0,0,0,0,15.749208983201443
-200,-400,-1,-27,-600,-105,-63,-1,-2000,-2,-303.7860099037516
400,1,27,600,105,63,1,2000,2,213,332.7286570144118
0,0,0,-200,-600,-105,-63,-1,-2000,-2,-294.9526121817014
0,0,0,-200,0,0,0,0,0,0,-33.011415751190434
0,0,0,200,0,0,0,0,0,0,33.011415751190434
-400,-400,-1,-27,0,0,0,0,0,0,-47.59338360840057
-200,-29,-1200,-1,-505,-10,-100,-15,-110,-10,-268.0695124192199
400,1,27,600,105,63,1,2000,2,213,332.7286570144118
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
27,200,1200,1,505,10,100,15,110,10,276.5625729329438
200,27,0,0,0,0,0,0,0,0,7.8747133478921665
-27,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.85397460592318
0,200,1200,1,505,10,100,15,110,10,275.7865159646972
-200,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-216.82648777283657
0,27,1200,1,505,10,100,15,110,10,262.16345019422795
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,-200,-1,-27,-600,-105,-63,-1,-2000,-2,-282.28823078539017
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,0,600,105,63,1,2000,2,213,317.33809607696605
0,0,-28,0,0,0,0,0,0,0,-3.9559588674768404
-27,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.85397460592318
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,28,0,0,0,0,0,0,0,3.9559588674768404
0,0,-27,-1,-600,-105,-63,-1,-2000,-2,-265.9209281314768
-27,0,0,0,0,0,0,0,0,0,-0.7760569682465962
5,200,1200,1,505,10,100,15,110,10,275.9302302180762
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,200,1200,1,505,10,100,15,110,10,275.7865159646972
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,200,1200,1,505,10,100,15,110,10,275.7865159646972
0,27,1,600,105,63,1,2000,2,213,319.6055235349653
0,-200,-27,-1,-600,-105,-63,-1,-2000,-2,-281.6701371146782
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,27,1,600,105,63,1,2000,2,213,319.6055235349653
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,201,600,105,63,1,2000,2,213,2,321.4065035837891
0,0,29,1200,1,505,10,100,15,110,280.4944458235445
0,0,-28,-600,-105,-63,-1,-2000,-2,-213,-321.2940549444429
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-29,-1200,-1,-505,-10,-100,-15,-110,-10,-262.32094228406
0,200,29,1200,1,505,10,100,15,110,296.24365480674595
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,0,-1200,-1,-505,-10,-100,-15,-110,-10,-260.03730698149576
0,28,200,1200,1,505,10,100,15,110,306.85894102185483
0,200,28,0,0,0,0,0,0,0,19.705167850678283
0,-200,-1,-28,-600,-105,-63,-1,-2000,-2,-282.45328786414615
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,-28,-1200,-1,-505,-10,-100,-15,-110,-10,-262.24219623914394
0,200,28,1200,1,505,10,100,15,110,296.1023705614789
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,0,600,105,63,1,2000,2,213,317.33809607696605
0,0,-29,0,0,0,0,0,0,0,-4.09724311274387
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,30,600,105,63,1,2000,2,213,2,307.94092990315187
0,-200,-30,-600,-105,-63,-1,-2000,-2,-213,-337.3258324181784
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
-100,-400,-400,-30,-600,-105,-63,-1,-2000,-2,-357.77930993398445
400,400,30,600,105,63,1,2000,2,213,364.5721816716998
-148,-400,-400,-30,-600,-105,-63,-1,-2000,-2,-359.15896676642285
0,-28,-1200,-1,-505,-10,-100,-15,-110,-10,-262.24219623914394
400,400,30,600,105,63,1,2000,2,213,364.5721816716998
0,0,28,1200,1,505,10,100,15,110,280.3531615782775
0,-28,-1200,-1,-505,-10,-100,-15,-110,-10,-262.24219623914394
0,0,0,0,200,505,10,100,15,110,105.65462597616286
0,-1200,-1,-200,-505,-10,-100,-15,-110,-10,-217.97910947796996
0,0,29,0,0,0,0,0,0,0,4.09724311274387
-27,-400,-400,-1,-600,-105,-63,-1,-2000,-2,-350.89442655072844
0,0,-26,-400,-1,-600,-105,-63,-1,-2000,-299.1408254605757
0,0,0,200,0,0,0,0,0,0,33.011415751190434
0,0,0,200,0,0,0,0,0,0,33.011415751190434
0,0,-400,1,600,105,63,1,2000,2,205.59255540245493
-200,-27,-400,-26,-1,-600,-105,-63,-1,-2000,-298.12449908361094
0,400,26,1,600,105,63,1,2000,2,297.2780618526126
0,0,0,200,0,0,0,0,0,0,33.011415751190434
0,0,200,1,0,0,0,0,0,0,28.421906132161958
0,0,200,0,0,0,0,0,0,0,28.256849053406004
400,26,1,600,105,63,1,2000,2,213,331.0239177603692
-400,-400,-26,-1,-600,-105,-63,-1,-2000,-2,-308.77520212293257
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,400,-1,-505,-10,-100,-15,-110,-10,-110,-85.08424577206505
0,400,1200,1,505,10,100,15,110,10,291.53572494789864
400,26,1,600,105,63,1,2000,2,213,331.0239177603692
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,26,0,0,0,0,0,0,0,0,2.0473971678161877
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,0,0,-30,-600,-105,-63,-1,-2000,-2,-266.8929087931896
0,0,27,1200,1,505,10,100,15,110,280.2118773330104
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,0,600,105,63,1,2000,2,213,317.33809607696605
0,0,-27,0,0,0,0,0,0,0,-3.8146746222098105
0,200,0,0,0,0,0,0,0,0,15.749208983201443
-400,-400,0,0,0,0,0,0,0,0,-42.99555823672283
0,100,0,0,0,0,0,0,0,0,7.874604491600722
0,-100,0,0,0,0,0,0,0,0,-7.874604491600722
200,0,0,0,0,0,0,0,0,0,5.748570135159972
400,28,600,105,63,1,2000,2,213,2,319.2805780836398
0,-200,-28,-600,-105,-63,-1,-2000,-2,-213,-337.0432639276443
0,0,27,0,0,0,0,0,0,0,3.8146746222098105
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
0,0,0,-27,-600,-105,-63,-1,-2000,-2,-266.3977375569217
0,-27,-1200,-1,-505,-10,-100,-15,-110,-10,-262.16345019422795
0,400,27,1200,1,505,10,100,15,110,311.7102952994133
0,0,-1200,-1,-505,-10,-100,-15,-110,-10,-260.03730698149576
0,0,29,1200,1,505,10,100,15,110,280.4944458235445
0,0,0,600,105,63,1,2000,2,213,317.33809607696605
0,0,-30,0,0,0,0,0,0,0,-4.2385273580109
-200,-400,0,0,0,0,0,0,0,0,-37.246988101562856
0,-29,-1200,-1,-505,-10,-100,-15,-110,-10,-262.32094228406
0,200,29,1200,1,505,10,100,15,110,296.24365480674595
0,0,0,0,0,0,0,0,0,0,0.0
-495,-229,-1600,-32,-1105,-115,-163,-16,-2110,-12,-615.8695263305399
0,-100,-200,-400,-31,-600,-105,-63,-1,-2000,-335.71837371997196
0,-38,-100,-200,-400,-31,-600,-105,-63,-1,-176.50159903922008
0,0,-100,0,0,0,0,0,0,0,-14.128424526703002
0,0,0,0,0,0,0,0,0,0,0.0
187,0,0,0,0,0,0,0,0,0,5.374913076374574
0,-38,0,0,0,0,0,0,0,0,-2.992349706808274
0,0,0,0,0,0,0,0,0,0,0.0
76,200,200,400,31,600,105,63,1,2000,345.77743486293355
0,100,0,0,0,0,0,0,0,0,7.874604491600722
38,0,0,0,0,0,0,0,0,0,1.0922283256803946
0,200,400,31,600,105,63,1,2000,2,339.32087296195897
0,-38,-200,-400,-31,-600,-105,-63,-1,-2000,-330.83611893517957
0,0,400,31,600,105,63,1,2000,2,323.57166397875756
38,200,29,1200,1,505,10,100,15,110,297.3358831324263
0,38,200,29,1200,1,505,10,100,15,255.7294542760398
0,0,-29,-1200,-1,-505,-10,-100,-15,-110,-280.4944458235445
0,0,0,400,1200,1,505,10,100,15,285.7164317342838
0,0,-400,-1200,-1,-505,-10,-100,-15,-110,-332.91090081761257
0,0,0,28,1200,1,505,10,100,15,224.31519843706957
0,400,31,600,105,63,1,2000,2,213,353.21632564664685
0,-400,-28,-1200,-1,-505,-10,-100,-15,-110,-311.8515795446803
0,-400,-400,-31,-600,-105,-63,-1,-2000,-2,-355.0700819451604
400,400,31,600,105,63,1,2000,2,213,364.7134659169668
-400,-28,-1200,-1,-505,-10,-100,-15,-110,-10,-273.7393365094639
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-22,-400,-400,-31,-600,-105,-63,-1,-2000,-2,-355.702424660028
-28,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.88271745659898
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,400,31,600,105,63,1,2000,2,213,353.21632564664685
400,31,600,105,63,1,2000,2,213,2,319.5168162183879
-1200,-1,-505,-10,-100,-15,-110,-10,-110,-100,-149.7851906209177
0,28,1,505,10,100,15,110,10,110,118.78755299611613
200,1200,28,1,505,10,100,15,110,10,194.69599556290524
-400,-400,-31,-600,-105,-63,-1,-2000,-2,-213,-364.7134659169668
400,31,600,105,63,1,2000,2,213,2,319.5168162183879
0,-400,-31,-600,-105,-63,-1,-2000,-2,-213,-353.21632564664685
0,0,30,0,0,0,0,0,0,0,4.2385273580109
0,0,0,-27,-600,-105,-63,-1,-2000,-2,-266.3977375569217
-1200,-28,-1,-505,-10,-100,-15,-110,-10,-110,-153.27897380707594
200,1200,28,1,505,10,100,15,110,10,194.69599556290524
0,0,0,600,105,63,1,2000,2,213,317.33809607696605
0,0,0,-26,-600,-105,-63,-1,-2000,-2,-266.2326804781658
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
-400,1,26,600,105,63,1,2000,2,213,309.5930922285049
0,0,0,30,0,0,0,0,0,0,4.951712362678566
0,0,-31,-505,-10,-100,-15,-110,-10,-110,-120.82119109647881
-200,-400,-1,-26,-600,-105,-63,-1,-2000,-2,-303.62095282499564
0,0,0,-28,-26,-600,-105,-63,-1,-2000,-237.49910602919567
0,0,0,0,600,105,63,1,2000,2,261.941196430511
-1200,-31,-505,-10,-100,-15,-110,-10,-110,-100,-152.1475719683979
200,1200,31,505,10,100,15,110,10,110,221.06501513084746
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,0,-30,-28,-600,-105,-63,-1,-2000,-238.10385252612974
0,0,0,0,600,105,63,1,2000,2,261.941196430511
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,0,-30,0,0,0,0,0,0,0,-4.2385273580109
0,29,1200,1,505,10,100,15,110,10,262.32094228406
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-29,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.91146030727478
200,29,1200,1,505,10,100,15,110,10,268.0695124192199
0,0,-27,0,0,0,0,0,0,0,-3.8146746222098105
0,0,0,600,105,63,1,2000,2,213,317.33809607696605
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-29,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.91146030727478
200,29,1200,1,505,10,100,15,110,10,268.0695124192199
0,-1200,-1,-505,-10,-100,-15,-110,-10,-110,-211.0779176376766
0,0,30,1,505,10,100,15,110,10,94.73474001907066
-1200,-30,-1,-505,-10,-100,-15,-110,-10,-110,-153.43646589690798
200,1200,30,1,505,10,100,15,110,10,194.9785640534393
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,27,0,0,0,0,0,0,0,3.8146746222098105
0,0,-29,-1,-600,-105,-63,-1,-2000,-2,-266.2034966220108
400,29,1,600,105,63,1,2000,2,213,331.26015589511724
-200,-400,-29,-1,-600,-105,-63,-1,-2000,-2,-303.4504847235737
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
400,29,1,600,105,63,1,2000,2,213,331.26015589511724
-200,-400,-29,-1,-600,-105,-63,-1,-2000,-2,-303.4504847235737
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-1200,-30,-1,-505,-10,-100,-15,-110,-10,-110,-153.43646589690798
200,1200,30,1,505,10,100,15,110,10,194.9785640534393
200,0,0,0,0,0,0,0,0,0,5.748570135159972
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,1,600,105,63,1,2000,2,213,317.47938032223306
0,0,-30,-1,-600,-105,-63,-1,-2000,-2,-266.34478086727785
0,0,-1,-505,-10,-100,-15,-110,-10,-110,-116.58266373846793
0,0,28,1,505,10,100,15,110,10,94.4521715285366
0,-100,-400,-30,-1,-600,-105,-63,-1,-2000,-298.7846185423433
0,0,-1,-505,-10,-100,-15,-110,-10,-110,-116.58266373846793
0,0,27,1,505,10,100,15,110,10,94.31088728326957
-1200,-27,-1,-505,-10,-100,-15,-110,-10,-110,-153.20022776215993
0,200,27,1,505,10,100,15,110,10,110.06009626647102
0,0,0,0,0,-100,-600,-105,-63,-1,-79.52207496450194
200,1200,0,0,0,0,0,0,0,0,100.24382403436863
-18,-200,-100,-400,-30,-1,-100,-600,-105,-63,-176.8025221098041
0,0,0,0,1,100,600,105,63,1,79.65939113421301
0,0,0,-27,-400,-1,-100,-600,-105,-63,-135.6482097048646
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
-1200,-27,-1,-505,-10,-100,-15,-110,-10,-110,-153.20022776215993
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,0,0,400,1,100,600,105,63,1,145.68222263659385
0,0,-29,-100,-400,-1,-100,-600,-105,-63,-151.79461956679296
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
200,29,100,400,1,100,600,105,63,1,167.84285260102106
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
29,100,400,1,100,600,105,63,1,2000,308.42580672941574
-400,-29,-100,-400,-1,-100,-600,-105,-63,-1,-173.59142273618102
0,100,400,1,100,600,105,63,1,2000,307.5922640598176
0,0,-29,-400,-1,-100,-600,-105,-63,-1,-149.77946574933773
0,200,0,0,0,0,0,0,0,0,15.749208983201443
200,0,0,0,0,0,0,0,0,0,5.748570135159972
100,29,400,1,100,600,105,63,1,2000,304.87557993836106
-200,-100,-29,-400,-1,-100,-600,-105,-63,-1,-163.40264037609845
0,0,400,1,100,600,105,63,1,2000,299.71765956821685
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,-27,0,0,0,0,0,0,0,0,-2.126143212732195
0,0,0,-27,0,0,0,0,0,0,-4.456541126410709
0,27,200,1,505,10,100,15,110,10,120.87920492719796
200,0,-1,-505,-10,-100,-15,-110,-10,-110,-110.83409360330795
141,1400,27,1,505,10,100,15,110,10,208.60809211096745
0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,27,0,0,0,0,0,0,4.456541126410709
0,0,0,-30,-1,-100,-600,-105,-63,-1,-84.61110349689157
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-400,0,0,0,0,0,0,0,0,0,-11.497140270319944
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,27,1600,27,1,505,10,100,15,110,310.9661849700489
0,0,0,-1,-505,-10,-100,-15,-110,-10,-90.49621266105976
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,200,27,1200,1,505,10,100,15,110,295.96108631621183
0,0,0,1,100,600,105,63,1,2000,243.20396146140484
0,0,0,-26,-1,-100,-600,-105,-63,-1,-83.95087518186777
0,-27,-1200,-1,-505,-10,-100,-15,-110,-10,-262.16345019422795
0,200,27,1200,1,505,10,100,15,110,295.96108631621183
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-27,-1200,-1,-505,-10,-100,-15,-110,-10,-262.16345019422795
0,200,27,1200,1,505,10,100,15,110,295.96108631621183
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
10,141,200,27,1200,1,505,10,100,15,263.79761125163463
0,0,-27,-1200,-1,-505,-10,-100,-15,-110,-280.2118773330104
-100,-400,-100,-400,-26,-1,-100,-600,-105,-63,-194.3593801695768
400,100,400,26,1,100,600,105,63,1,159.83631805060043
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,0,200,27,1200,1,505,10,100,15,252.40699041171962
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,400,0,0,0,0,0,0,0,56.51369810681201
100,400,26,1,100,600,105,63,1,2000,281.2500548723305
0,0,-200,-26,-1,-100,-600,-105,-63,-1,-112.20772423527377
0,-200,26,1,100,600,105,63,1,2000,231.1281428551462
-50,-100,-600,-26,-1,-100,-600,-105,-63,-1,-178.0331693674765
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,-28,0,0,0,0,0,0,0,0,-2.204889257648202
0,0,0,1,100,600,105,63,1,2000,243.20396146140484
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,-200,-128,-400,-1,-100,-600,-105,-63,-1,-179.51581501397516
0,0,28,0,0,0,0,0,0,0,3.9559588674768404
0,0,-27,-100,-400,-1,-100,-600,-105,-63,-151.5120510762589
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,27,100,400,1,100,600,105,63,1,161.93679037602908
0,-200,-27,-100,-400,-1,-100,-600,-105,-63,-167.26126005946037
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
