ofi_00,ofi_01,ofi_02,ofi_03,ofi_04,ofi_05,ofi_06,ofi_07,ofi_08,ofi_09,integrated_ofi
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-505,-10,-100,-15,-110,-10,-110,-100,-115.2150237650418
0,0,400,505,10,100,15,110,10,110,172.95507760001288
-10,0,0,0,0,0,0,0,0,0,-0.2874285067579986
0,400,17,100,400,1,100,500,105,63,172.55132440115517
0,0,-7,-17,-100,-400,-1,-100,-500,-105,-121.4158446483153
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
-5,-20,-200,-7,-17,-100,-400,-1,-100,-500,-124.7676828479442
20,200,7,17,100,400,1,100,500,105,137.73991064503275
0,7,17,100,400,1,100,500,105,63,141.60412874916435
0,-200,-7,-17,-100,-400,-1,-100,-500,-105,-137.16505363151674
0,7,17,100,400,1,100,500,105,63,141.60412874916435
0,-400,-7,-17,-100,-400,-1,-100,-500,-105,-152.9142626147182
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,17,100,400,1,100,500,105,63,141.0529064347523
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,-7,-17,-100,-400,-1,-100,-500,-105,-121.4158446483153
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,-505,-10,-100,-15,-110,-10,-110,-100,-115.2150237650418
0,0,200,505,10,100,15,110,10,110,144.69822854660688
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,400,0,0,0,0,0,0,0,56.51369810681201
0,0,200,0,0,0,0,0,0,0,28.256849053406004
15,1200,1,200,505,10,100,15,110,10,218.41025223810695
-1200,-1,-200,-505,-10,-100,-15,-110,-10,-110,-179.26839540248272
0,0,-505,-10,-100,-15,-110,-10,-110,-100,-115.2150237650418
0,0,400,505,10,100,15,110,10,110,172.95507760001288
200,0,-505,-10,-100,-15,-110,-10,-110,-100,-109.46645362988184
0,0,17,100,400,1,100,500,105,63,141.0529064347523
0,0,-7,-17,-100,-400,-1,-100,-500,-105,-121.4158446483153
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
7,0,0,0,0,0,0,0,0,0,0.20119995473059904
0,0,17,100,400,1,100,500,105,63,141.0529064347523
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,400,505,10,100,15,110,10,110,172.95507760001288
40,1207,1,400,505,10,100,15,110,10,252.69146157060442
0,0,0,0,0,0,0,-7,-500,-105,-48.55205305095734
0,17,100,400,1,100,7,500,105,63,152.19859063237305
0,-200,-17,-100,-400,-1,-100,-7,-500,-105,-147.11188950094424
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,200,-505,-10,-100,-15,-110,-10,-110,-88.1845304397949
10,0,0,0,0,0,0,0,0,0,0.2874285067579986
0,0,200,1,505,10,100,15,110,10,118.75306171446576
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,17,100,400,1,100,7,500,105,63,152.19859063237305
0,-400,-17,-100,-400,-1,-100,-7,-500,-105,-162.86109848414569
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,200,1207,0,0,0,0,0,0,0,186.27929302050666
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
200,17,100,400,1,100,7,500,105,63,157.94716076753303
-10,-200,-17,-100,-400,-1,-100,-7,-500,-105,-147.39931800770225
0,0,0,0,0,0,0,0,0,0,0.0
-200,-1207,-1,-505,-10,-100,-15,-110,-10,-110,-217.3777100872486
-100,-10,-200,-17,-100,-400,-1,-100,-7,-500,-140.98456985608524
10,200,17,100,400,1,100,7,500,105,147.39931800770225
-1207,-1,-505,-10,-100,-15,-110,-10,-110,-100,-149.98639057564827
-2,-10,-200,-17,-100,-400,-1,-100,-7,-500,-138.16777048985688
-100,-2,-10,-200,-17,-100,-400,-1,-100,-7,-95.60384690817462
2,10,200,17,100,400,1,100,7,500,138.16777048985688
10,200,17,100,400,1,100,7,500,105,147.39931800770225
0,0,0,0,0,0,0,500,105,63,58.242278967966826
0,0,400,505,10,100,15,110,10,110,172.95507760001288
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,0,0,0,0,0,-7,-500,-105,-48.55205305095734
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
35,1207,1,400,505,10,100,15,110,10,252.54774731722543
-1207,-1,-400,-505,-10,-100,-15,-110,-10,-110,-207.7264444106193
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
106,1207,1,200,505,10,100,15,110,10,221.57707396401676
0,0,0,0,0,0,0,0,0,0,0.0
400,17,100,400,1,100,7,500,105,63,163.69573090269301
100,106,1207,1,200,505,10,100,15,110,287.57113292090077
5,100,106,1207,1,200,505,10,100,15,300.57054576871394
0,100,0,0,0,0,0,0,0,0,7.874604491600722
0,0,97,106,1207,1,200,505,10,100,268.4669989165129
200,0,0,0,0,0,0,0,0,0,5.748570135159972
0,-100,0,0,0,0,0,0,0,0,-7.874604491600722
0,-97,-106,-1207,-1,-200,-505,-10,-100,-15,-300.19059338058685
0,0,-1207,-1,-200,-505,-10,-100,-15,-110,-276.349767092224
-97,-1207,-1,-200,-505,-10,-100,-15,-110,-10,-221.31838830793458
-1207,-1,-200,-505,-10,-100,-15,-110,-10,-110,-179.46959535721334
0,0,200,0,0,0,0,0,0,0,28.256849053406004
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-400,0,0,0,0,0,0,0,0,0,-11.497140270319944
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,-505,-10,-100,-15,-110,-10,-110,-100,-115.2150237650418
0,0,400,505,10,100,15,110,10,110,172.95507760001288
-400,0,0,0,0,0,0,0,0,0,-11.497140270319944
0,0,200,0,0,0,0,0,0,0,28.256849053406004
-5,-400,-17,-100,-400,-1,-100,-7,-500,-105,-163.0048127375247
-24,0,0,0,0,0,0,0,0,0,-0.6898284162191967
0,0,0,0,0,0,0,500,105,63,58.242278967966826
14,1207,1,200,505,10,100,15,110,10,218.93273170184318
36,14,1207,1,200,505,10,100,15,110,278.48695434537694
0,0,0,0,0,0,0,0,0,0,0.0
0,-1207,-1,-200,-505,-10,-100,-15,-110,-10,-218.530331792382
-1207,-1,-200,-505,-10,-100,-15,-110,-10,-110,-179.46959535721334
24,0,0,0,0,0,0,0,0,0,0.6898284162191967
0,0,0,0,0,0,0,-7,-500,-105,-48.55205305095734
-24,-5,-400,-17,-100,-400,-1,-100,-7,-500,-166.66323203355043
0,0,0,0,0,0,0,0,0,0,0.0
1,0,0,0,0,0,0,0,0,0,0.02874285067579986
0,0,0,0,0,0,0,0,500,105,47.9188118977388
0,0,0,0,0,0,0,0,-7,-500,-36.55793225223189
0,400,17,100,400,1,100,7,500,105,162.86109848414569
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,-32,-200,-17,-100,-400,-1,-100,-7,-500,-139.84269777665742
0,0,-505,-10,-100,-15,-110,-10,-110,-100,-115.2150237650418
0,200,17,100,400,1,100,7,500,105,147.11188950094424
0,0,400,505,10,100,15,110,10,110,172.95507760001288
0,0,0,0,0,0,0,500,105,63,58.242278967966826
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-7,-17,-100,-400,-1,-100,-500,-105,-121.4158446483153
0,0,-505,-10,-100,-15,-110,-10,-110,-100,-115.2150237650418
0,0,400,505,10,100,15,110,10,110,172.95507760001288
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,200,0,0,0,0,0,0,0,0,15.749208983201443
5,1207,1,200,505,10,100,15,110,10,218.67404604576097
0,0,0,200,0,0,0,0,0,0,33.011415751190434
100,5,1207,1,200,505,10,100,15,110,279.61778238438404
15,0,0,0,0,0,0,0,0,0,0.4311427601369979
-100,0,0,0,0,0,0,0,0,0,-2.874285067579986
-5,-1207,-1,-200,-505,-10,-100,-15,-110,-10,-218.67404604576097
0,0,0,0,0,0,0,0,0,0,0.0
2,0,0,0,0,0,0,0,0,0,0.05748570135159972
0,0,0,200,0,0,0,0,0,0,33.011415751190434
0,7,17,100,400,1,100,500,105,63,141.60412874916435
0,-400,-7,-17,-100,-400,-1,-100,-500,-105,-152.9142626147182
0,0,0,-200,0,0,0,0,0,0,-33.011415751190434
0,0,200,1,0,0,0,0,0,0,28.421906132161958
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-1,-505,-10,-100,-15,-110,-10,-110,-116.58266373846793
0,0,400,1,505,10,100,15,110,10,147.00991076787176
-1207,-400,-1,-505,-10,-100,-15,-110,-10,-110,-182.77370247056123
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,0,0,0,0,0,-10,0,0,-0.9046302188836314
0,-1,-505,-10,-100,-15,-100,-10,-110,-100,-114.40781674579307
0,0,200,505,10,100,15,100,10,110,143.79359832772323
100,1207,1,200,505,10,100,15,100,10,220.5974107515077
0,0,0,0,0,0,0,0,0,0,0.0
400,7,17,100,400,1,100,500,105,63,153.10126901948428
100,100,1207,1,200,505,10,100,15,100,286.37879889187843
1,100,100,1207,1,200,505,10,100,15,299.6078688944085
0,100,0,0,0,0,0,0,0,0,7.874604491600722
0,-100,0,0,0,0,0,0,0,0,-7.874604491600722
0,-100,-1207,-1,-200,-505,-10,-100,-15,-100,-283.50451382429844
0,-1207,-1,-200,-505,-10,-100,-15,-100,-10,-217.72312568392772
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-1207,-1,-200,-505,-10,-100,-15,-100,-10,-110,-178.5649651383297
0,200,-505,-10,-100,-15,-100,-10,-110,-100,-98.57986171767561
7,17,100,400,1,100,500,105,63,60,156.73816002115706
100,1207,201,505,10,100,15,100,10,110,241.85564385419096
-1207,-201,-505,-10,-100,-15,-100,-10,-110,-100,-164.84964649468495
17,100,400,1,100,500,105,63,60,1,157.23495287475947
-200,-17,-100,-400,-1,-100,-500,-105,-63,-60,-162.28553020158643
0,-7,-17,-100,-400,-1,-100,-500,-105,-63,-141.60412874916435
0,17,100,400,1,100,500,105,63,60,156.53696006642647
0,-7,-17,-100,-400,-1,-100,-500,-105,-63,-141.60412874916435
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,200,505,10,100,15,100,10,110,143.79359832772323
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,-505,-10,-100,-15,-100,-10,-110,-100,-114.32907070087705
0,0,200,505,10,100,15,100,10,110,143.79359832772323
7,17,100,400,1,100,500,105,63,60,156.73816002115706
-200,-7,-17,-100,-400,-1,-100,-500,-105,-63,-147.35269888432433
0,17,100,400,1,100,500,105,63,60,156.53696006642647
0,-7,-17,-100,-400,-1,-100,-500,-105,-63,-141.60412874916435
0,17,100,400,1,100,500,105,63,60,156.53696006642647
0,-7,-17,-100,-400,-1,-100,-500,-105,-63,-141.60412874916435
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
7,17,100,400,1,100,500,105,63,60,156.73816002115706
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
400,17,100,400,1,100,500,105,63,60,168.0341003367464
-7,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.75252435588578
0,200,0,0,0,0,0,0,0,0,15.749208983201443
-200,-7,0,0,0,0,0,0,0,0,-6.299792449572022
7,17,100,400,1,100,500,105,63,60,156.73816002115706
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
-200,-7,0,0,0,0,0,0,0,0,-6.299792449572022
7,17,100,400,1,100,500,105,63,60,156.73816002115706
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
-200,-7,0,0,0,0,0,0,0,0,-6.299792449572022
7,17,100,400,1,100,500,105,63,60,156.73816002115706
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
-200,-7,0,0,0,0,0,0,0,0,-6.299792449572022
7,17,100,400,1,100,500,105,63,60,156.73816002115706
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
5,1207,1,200,505,10,100,15,100,10,217.8668399373067
-1207,-1,-200,-505,-10,-100,-15,-100,-10,-110,-178.5649651383297
400,17,100,400,1,100,500,105,63,60,168.0341003367464
-7,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.75252435588578
0,0,0,0,0,0,0,0,0,0,0.0
35,1207,1,200,505,10,100,15,100,10,218.72912545758072
-1207,-1,-200,-505,-10,-100,-15,-100,-10,-110,-178.5649651383297
400,17,100,400,1,100,500,105,63,60,168.0341003367464
-7,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.75252435588578
0,17,100,400,1,100,500,105,63,60,156.53696006642647
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
400,17,100,400,1,100,500,105,63,60,168.0341003367464
-7,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.75252435588578
80,1207,1,200,505,10,100,15,100,10,220.0225537379917
0,0,0,200,0,0,0,0,0,0,33.011415751190434
400,17,100,400,1,100,500,105,63,60,168.0341003367464
0,0,0,200,0,0,0,0,0,0,33.011415751190434
0,0,0,-200,0,0,0,0,0,0,-33.011415751190434
0,0,400,-505,-10,-100,-15,-100,-10,-110,-59.02305116750525
-7,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.75252435588578
400,17,100,400,1,100,500,105,63,60,168.0341003367464
-7,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.75252435588578
0,17,100,400,1,100,500,105,63,60,156.53696006642647
0,-400,-17,-100,-400,-1,-100,-500,-105,-63,-172.55132440115517
0,0,400,1,505,10,100,15,100,10,146.2027046594175
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
0,0,0,0,0,0,0,0,0,0,0.0
0,0,0,0,0,0,0,0,0,0,0.0
400,17,100,400,1,100,500,105,63,60,168.0341003367464
34,100,80,1207,400,1,505,10,100,15,329.2191595574137
0,100,0,0,0,0,0,0,0,0,7.874604491600722
0,-100,0,0,0,0,0,0,0,0,-7.874604491600722
100,0,0,0,0,0,0,0,0,0,2.874285067579986
0,0,100,80,1207,400,1,505,10,100,293.6873709607047
0,-100,-80,-1207,-400,-1,-505,-10,-100,-15,-328.24190263443654
17,100,400,1,100,500,105,63,60,1,157.23495287475947
-200,-17,-100,-400,-1,-100,-500,-105,-63,-60,-162.28553020158643
-34,0,0,0,0,0,0,0,0,0,-0.9772569229771952
0,-80,-1207,-400,-1,-505,-10,-100,-15,-100,-320.4614495770984
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
-80,-1207,-400,-1,-505,-10,-100,-15,-100,-10,-243.54860892710218
100,80,1207,400,1,505,10,100,15,100,323.3357346446784
-80,-1207,-400,-1,-505,-10,-100,-15,-100,-10,-243.54860892710218
0,0,-1,-505,-10,-100,-15,-100,-10,-110,-115.67803351958429
0,0,0,200,505,10,100,15,100,10,122.53536522503998
200,0,0,0,0,0,0,0,0,0,5.748570135159972
-200,0,0,0,0,0,0,0,0,0,-5.748570135159972
0,0,0,-505,-10,-100,-15,-100,-10,-110,-115.53674927431726
0,0,0,400,505,10,100,15,100,10,155.54678097623042
0,0,400,-505,-10,-100,-15,-100,-10,-110,-59.02305116750525
200,0,0,0,0,0,0,0,0,0,5.748570135159972
17,100,400,1,100,500,105,63,60,1,157.23495287475947
4,80,1207,401,505,10,100,15,100,10,332.6565770882754
0,100,80,1207,401,505,10,100,15,100,350.936556499961
0,-80,-1207,-401,-505,-10,-100,-15,-100,-10,-332.54160568557216
-80,-1207,-401,-505,-10,-100,-15,-100,-10,-110,-269.537635894081
-200,-17,-100,-400,-1,-100,-500,-105,-63,-60,-162.28553020158643
17,100,400,1,100,500,105,63,60,1,157.23495287475947
-200,-17,-100,-400,-1,-100,-500,-105,-63,-60,-162.28553020158643
17,100,400,1,100,500,105,63,60,1,157.23495287475947
-200,-17,-100,-400,-1,-100,-500,-105,-63,-60,-162.28553020158643
0,0,200,1,505,10,100,15,100,10,117.94585560601149
0,200,-1,-505,-10,-100,-15,-100,-10,-110,-99.92882453638285
0,200,1207,1,505,10,100,15,100,10,275.9682995731122
0,-1207,-1,-505,-10,-100,-15,-100,-10,-110,-210.724509733205
0,0,200,1,505,10,100,15,100,10,117.94585560601149
17,100,400,1,100,500,105,63,60,1,157.23495287475947
0,-400,-100,-400,-1,-100,-500,-105,-63,-60,-186.69669526925722
0,0,200,0,0,0,0,0,0,0,28.256849053406004
-400,100,400,1,100,500,105,63,60,1,145.24918414295095
-4,-417,-100,-400,-1,-100,-500,-105,-63,-60,-188.15034943553255
0,200,1207,0,0,0,0,0,0,0,186.27929302050666
0,-1207,-1,-505,-10,-100,-15,-100,-10,-110,-210.724509733205
0,0,200,1,505,10,100,15,100,10,117.94585560601149
0,0,200,0,0,0,0,0,0,0,28.256849053406004
100,80,1207,200,1,505,10,100,15,100,290.3243188934879
0,0,0,-1,-505,-10,-100,-15,-100,-10,-89.68900655260549
0,0,0,400,1,505,10,100,15,100,143.63168194651257
0,-200,-17,-100,-400,-1,-100,-500,-105,-63,-156.80211541795373
0,17,100,400,1,100,500,105,63,60,156.53696006642647
0,-200,-17,-100,-400,-1,-100,-500,-105,-63,-156.80211541795373
0,200,0,-1,-505,-10,-100,-15,-100,-10,-73.93979756940405
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,1,280,1207,1,505,10,100,15,100,316.4710792222504
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,0,0,400,0,0,0,0,0,54.92646788443191
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,-200,0,0,0,0,0,0,0,0,-15.749208983201443
0,0,0,0,200,1,505,10,100,15,82.37743052082313
0,0,0,200,-1,-505,-10,-100,-15,-100,-44.59743469294126
0,0,0,0,0,0,0,0,0,0,0.0
-50,0,0,0,0,0,0,0,0,0,-1.437142533789993
0,0,0,-200,0,0,0,0,0,0,-33.011415751190434
0,0,0,0,0,0,0,0,0,0,0.0
-1,-80,-1207,-1,-505,-10,-100,-15,-100,-10,-266.54751703386705
-100,-4,-200,-17,-100,-400,-1,-100,-500,-105,-151.87297323209611
4,200,17,100,400,1,100,500,105,63,156.91708682065695
-128,-4,-200,-17,-100,-400,-1,-100,-500,-105,-152.6777730510185
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,0,0,-400,0,0,0,0,0,0,-66.02283150238087
0,0,0,0,200,505,10,100,15,100,104.93476821663657
0,0,0,200,-505,-10,-100,-15,-100,-10,-56.512533722659114
-2,-128,-4,-200,-17,-100,-400,-1,-100,-500,-137.35033127440647
0,0,0,200,0,0,0,0,0,0,33.011415751190434
0,0,0,-200,0,0,0,0,0,0,-33.011415751190434
0,0,400,1207,1,505,10,100,15,100,333.34644260937796
-2,-2,-128,-4,-200,-17,-100,-400,-1,-100,-100.73737227041532
0,-14,0,0,0,0,0,0,0,0,-1.102444628824101
0,14,0,0,0,0,0,0,0,0,1.102444628824101
0,0,-1207,-1,-505,-10,-100,-15,-100,-10,-260.2190905899107
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,0,400,1207,1,505,10,100,15,100,333.34644260937796
0,0,-1207,-1,-505,-10,-100,-15,-100,-10,-260.2190905899107
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,0,0,0,17,100,400,1,100,500,93.63679909154739
0,0,0,0,-200,-17,-100,-400,-1,-100,-81.77778277002805
0,0,0,0,-200,0,0,0,0,0,-27.463233942215954
0,0,400,1207,1,505,10,100,15,100,333.34644260937796
0,0,-1207,-1,-505,-10,-100,-15,-100,-10,-260.2190905899107
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,0,400,1207,1,505,10,100,15,100,333.34644260937796
0,0,-1207,-1,-505,-10,-100,-15,-100,-10,-260.2190905899107
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,0,400,1207,1,505,10,100,15,100,333.34644260937796
0,0,0,0,-200,0,0,0,0,0,-27.463233942215954
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,0,0,-200,0,0,0,0,0,-27.463233942215954
0,0,-1207,-1,-505,-10,-100,-15,-100,-10,-260.2190905899107
0,0,400,0,0,0,0,0,0,0,56.51369810681201
1,1,80,1607,1,505,10,100,15,100,354.2658045219011
-24,-2,-2,-128,-4,-200,-17,-100,-400,-1,-89.13689138247848
0,0,0,0,0,17,100,400,1,100,54.314548827812104
0,0,0,0,0,-200,-17,-100,-400,-1,-66.33043162628701
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,0,0,0,0,17,100,400,1,100,54.314548827812104
0,0,0,0,0,-200,-17,-100,-400,-1,-66.33043162628701
0,0,400,-400,0,0,0,0,0,0,-9.50913339556886
0,0,-400,0,0,0,0,0,0,0,-56.51369810681201
0,0,0,400,0,0,0,0,0,0,66.02283150238087
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,0,0,0,0,17,100,400,1,100,54.314548827812104
0,0,0,0,0,-200,-17,-100,-400,-1,-66.33043162628701
0,0,400,-400,0,0,0,0,0,0,-9.50913339556886
0,0,400,80,1207,1,505,10,100,15,290.3730778271687
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,0,-80,-1207,-1,-505,-10,-100,-15,-100,-288.1354841239284
0,0,0,400,1207,1,505,10,100,15,286.67764492226127
0,0,400,-1207,-1,-505,-10,-100,-15,-100,-220.319046395754
0,0,0,0,0,17,100,400,1,100,54.314548827812104
0,0,0,0,0,-200,-17,-100,-400,-1,-66.33043162628701
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,0,0,0,0,0,0,0,0,0,0.0
-1,-480,-1207,-1,-505,-10,-100,-15,-100,-10,-298.04593500027
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
0,0,0,400,1,505,10,100,15,100,143.63168194651257
0,-1207,-400,-1,-505,-10,-100,-15,-100,-10,-241.2491808730382
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,400,-1,-505,-10,-100,-15,-100,-10,-110,-84.1796155531814
-4,-24,-2,-2,-128,-4,-200,-17,-100,-400,-76.78568855502755
0,0,0,0,0,0,17,100,400,1,42.91265251203933
0,0,0,0,0,0,-200,-17,-100,-400,-56.12330412099105
0,-400,0,0,0,0,0,0,0,0,-31.498417966402886
0,0,200,1,505,10,100,15,100,10,117.94585560601149
0,0,0,0,0,0,0,0,0,0,0.0
-1207,-200,-1,-505,-10,-100,-15,-100,-10,-110,-166.11986326847617
-1,-4,-24,-2,-2,-128,-4,-200,-17,-100,-46.344487629774676
0,-1,-505,-10,-100,-15,-100,-10,-110,-100,-114.40781674579307
0,-100,-4,-24,-2,-2,-128,-4,-200,-17,-41.97985316251852
0,-2,0,0,0,0,0,0,0,0,-0.15749208983201443
0,-128,0,0,0,0,0,0,0,0,-10.079493749248924
0,0,0,0,0,0,0,200,17,100,26.66343235730765
-4,0,0,0,0,0,0,0,0,0,-0.11497140270319944
0,0,0,0,0,0,200,17,100,400,56.12330412099105
0,100,0,0,0,0,0,0,0,0,7.874604491600722
-128,-5,-130,-4,-24,-2,-2,-200,-17,-100,-53.47038414516911
0,0,0,0,0,0,200,17,100,400,56.12330412099105
0,0,2,0,0,0,0,0,0,0,0.28256849053406
0,400,1,505,10,100,15,100,10,110,147.17645148598714
0,-1,-505,-10,-100,-15,-100,-10,-110,-100,-114.40781674579307
0,0,400,0,0,0,0,0,0,0,56.51369810681201
0,0,0,0,0,0,-200,0,0,0,-17.719061283295172
0,1,0,0,0,0,0,0,0,0,0.07874604491600722
0,0,0,0,0,0,200,0,0,0,17.719061283295172
0,0,0,0,0,0,-400,0,0,0,-35.438122566590344
0,0,0,0,0,0,-400,0,0,0,-35.438122566590344
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-200,0,0,0,0,0,0,0,-28.256849053406004
0,0,200,505,10,100,15,100,10,110,143.79359832772323
0,0,0,0,0,0,0,0,0,0,0.0
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-505,-10,-100,-15,-100,-10,-110,-100,-114.32907070087705
0,0,200,505,10,100,15,100,10,110,143.79359832772323
0,0,200,0,0,0,0,0,0,0,28.256849053406004
0,0,-505,-10,-100,-15,-100,-10,-110,-100,-114.32907070087705
0,0,200,505,10,100,15,100,10,110,143.79359832772323
0,0,-505,-10,-100,-15,-100,-10,-110,-100,-114.32907070087705
0,0,200,505,10,100,15,100,10,110,143.79359832772323
0,0,0,0,0,-400,17,100,400,1,-3.9229057164560217
0,0,0,0,-400,400,0,0,0,0,-8.090909655936557
-40,-128,-4,-128,-4,-424,-2,-17,-100,-400,-121.69804068968914
0,0,0,0,0,0,17,100,400,1,42.91265251203933
0,200,1,0,0,0,0,0,0,0,15.890493228468474
0,0,0,0,0,400,0,0,0,0,46.83555822849535
0,0,0,0,0,0,-200,-17,-100,-400,-56.12330412099105
0,0,0,0,0,0,17,100,400,1,42.91265251203933
0,0,0,0,0,0,-400,-17,-100,-400,-73.84236540428623
0,0,0,0,0,0,-400,0,0,0,-35.438122566590344
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,-1,-505,-10,-100,-15,-100,-10,-110,-100,-114.40781674579307
0,0,200,505,10,100,15,100,10,110,143.79359832772323
0,0,0,0,0,0,0,0,0,0,0.0
20,0,0,0,0,0,0,0,0,0,0.5748570135159972
0,0,0,0,0,0,0,0,0,0,0.0
128,4,128,4,24,400,17,100,400,1,115.78247958897066
100,1207,1,200,505,10,100,15,100,10,220.5974107515077
22,100,1207,1,200,505,10,100,15,100,284.13685653916605
0,100,0,0,0,0,0,0,0,0,7.874604491600722
33,0,0,0,0,0,0,0,0,0,0.9485140723013954
0,33,0,0,0,0,0,0,0,0,2.598619482228238
0,-100,0,0,0,17,100,400,1,100,46.43994433621138
0,-100,0,0,0,0,0,0,0,0,-7.874604491600722
0,0,0,0,0,-200,-17,-100,-400,-1,-66.33043162628701
100,55,33,1207,1,200,505,10,100,15,289.44379465720135
0,0,0,0,0,17,100,400,1,100,54.314548827812104
-55,-33,-1207,-1,-200,-505,-10,-100,-15,-100,-279.80938560209495
-22,0,0,0,0,0,0,0,0,0,-0.632342714867597
0,0,0,0,0,-200,-17,-100,-400,-1,-66.33043162628701
0,0,0,0,0,-200,0,0,0,0,-23.417779114247676
0,-1207,-1,-200,-505,-10,-100,-15,-100,-10,-217.72312568392772
-1207,-1,-200,-505,-10,-100,-15,-100,-10,-110,-178.5649651383297
-20,-128,-4,-128,-4,-24,-400,-17,-100,-400,-109.54855740143519
0,200,1,0,0,0,0,0,0,0,15.890493228468474
0,200,0,0,0,0,0,0,0,0,15.749208983201443
0,0,0,0,0,0,200,0,0,0,17.719061283295172
